source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,exact_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,coarse_attribute_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,risk_weighted_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_no_combo_minus_rbqig_b4,token_change_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.015,0.0,0.04,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.033333,0.010833,0.061667,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.022876,0.006424,0.048486,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b4_minus_blanket_qi,token_change_rate,-0.006662,-0.007694,-0.005719,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,exact_attribute_leakage,-0.005,-0.0125,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,coarse_attribute_leakage,-0.016667,-0.0325,-0.003333,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,risk_weighted_leakage,-0.009543,-0.018398,-0.001875,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b2_minus_rbqig_b4,token_change_rate,0.002596,0.002136,0.003065,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,exact_attribute_leakage,0.0125,0.0,0.0375,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,coarse_attribute_leakage,0.0225,0.003333,0.049167,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,risk_weighted_leakage,0.017633,0.002706,0.04254,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0,rbqig_b6_minus_rbqig_b4,token_change_rate,-0.002409,-0.003001,-0.00185,100,5000,20260628
