source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_no_combo_minus_rbqig_b4,utility_weighted_specificity,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_no_combo_minus_rbqig_b4,qi_specificity_score,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_no_combo_minus_rbqig_b4,qi_exact_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_no_combo_minus_rbqig_b4,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_no_combo_minus_rbqig_b4,qi_placeholder_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_no_combo_minus_rbqig_b4,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_minus_blanket_qi,utility_weighted_specificity,0.068308,0.04735,0.092467,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_minus_blanket_qi,qi_specificity_score,0.068308,0.046733,0.092008,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_minus_blanket_qi,qi_exact_rate,0.0125,0.0,0.035,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_minus_blanket_qi,qi_generalized_rate,0.147333,0.105667,0.191833,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_minus_blanket_qi,qi_placeholder_rate,-0.159833,-0.209833,-0.114829,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b4_minus_blanket_qi,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b6_minus_rbqig_b2,utility_weighted_specificity,0.062383,0.042425,0.086134,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b6_minus_rbqig_b2,qi_specificity_score,0.062383,0.042965,0.085543,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b6_minus_rbqig_b2,qi_exact_rate,0.015,0.0,0.04,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b6_minus_rbqig_b2,qi_generalized_rate,0.127833,0.089,0.170667,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b6_minus_rbqig_b2,qi_placeholder_rate,-0.142833,-0.188342,-0.100667,100,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_priority0_qi_specificity,rbqig_b6_minus_rbqig_b2,qi_dropped_rate,0.0,0.0,0.0,100,5000,20260628
