source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,direct_identifier_leakage,0.91,0.85,0.96,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,record_compromise_rate,0.39,0.3,0.49,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,exact_attribute_leakage,0.989167,0.975,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,coarse_attribute_leakage,0.989167,0.975,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,risk_weighted_leakage,0.988773,0.972989,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,none,token_change_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,record_compromise_rate,0.39,0.29,0.49,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,exact_attribute_leakage,0.943667,0.916667,0.967833,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,coarse_attribute_leakage,0.943667,0.9165,0.967833,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,risk_weighted_leakage,0.943033,0.913424,0.967944,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,direct,token_change_rate,0.008783,0.007584,0.010086,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,exact_attribute_leakage,0.030833,0.0125,0.0525,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,coarse_attribute_leakage,0.030833,0.0125,0.053333,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,risk_weighted_leakage,0.031096,0.0125,0.052953,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,blanket_qi,token_change_rate,0.107706,0.09915,0.116374,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,exact_attribute_leakage,0.040833,0.016667,0.070833,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,coarse_attribute_leakage,0.0525,0.025833,0.083333,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,risk_weighted_leakage,0.046572,0.021537,0.076453,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b2,token_change_rate,0.103839,0.095255,0.112457,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,exact_attribute_leakage,0.040833,0.015833,0.07,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,coarse_attribute_leakage,0.095,0.058333,0.138333,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,risk_weighted_leakage,0.066743,0.038355,0.098682,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4,token_change_rate,0.101656,0.093433,0.110239,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,exact_attribute_leakage,0.040833,0.015833,0.070833,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,coarse_attribute_leakage,0.095,0.0575,0.1375,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,risk_weighted_leakage,0.066743,0.038953,0.098423,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b4_no_combo,token_change_rate,0.101656,0.093373,0.110262,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,record_compromise_rate,0.0,0.0,0.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,exact_attribute_leakage,0.040833,0.016667,0.07,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,coarse_attribute_leakage,0.125833,0.0825,0.175,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,risk_weighted_leakage,0.081137,0.050176,0.11626,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,label_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260628
ratbench_d1_blind_backstop_v2_safe_budgetfix_api_100,rbqig_b6,token_change_rate,0.10019,0.092027,0.1086,100,5000,20260628
