source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d2_api_30_deterministic,none,direct_identifier_leakage,0.133333,0.033333,0.266667,30,5000,20260627
ratbench_d2_api_30_deterministic,none,record_compromise_rate,0.8,0.633333,0.933333,30,5000,20260627
ratbench_d2_api_30_deterministic,none,exact_attribute_leakage,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,none,coarse_attribute_leakage,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,none,risk_weighted_leakage,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,none,label_preservation,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,none,utility_fact_preservation,0.966667,0.916667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,none,token_change_rate,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,record_compromise_rate,0.766667,0.6,0.9,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,exact_attribute_leakage,0.946296,0.862963,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,coarse_attribute_leakage,0.946296,0.866667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,risk_weighted_leakage,0.942593,0.859259,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,label_preservation,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,utility_fact_preservation,0.966667,0.916667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,direct,token_change_rate,0.000753,0.000188,0.001455,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,record_compromise_rate,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,exact_attribute_leakage,0.005556,0.0,0.016667,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,coarse_attribute_leakage,0.005556,0.0,0.016667,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,risk_weighted_leakage,0.005556,0.0,0.016667,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,label_preservation,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,utility_fact_preservation,0.966667,0.916667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,blanket_qi,token_change_rate,0.026568,0.019674,0.034245,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,record_compromise_rate,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,exact_attribute_leakage,0.038889,0.0,0.111111,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,coarse_attribute_leakage,0.587334,0.415409,0.751062,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,risk_weighted_leakage,0.310881,0.218366,0.406409,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,label_preservation,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,utility_fact_preservation,0.966667,0.916667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b2,token_change_rate,0.026245,0.019215,0.033929,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,record_compromise_rate,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,exact_attribute_leakage,0.038889,0.0,0.111111,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,coarse_attribute_leakage,0.932789,0.849455,0.992593,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,risk_weighted_leakage,0.482811,0.430033,0.533889,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,label_preservation,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,utility_fact_preservation,0.966667,0.916667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b4,token_change_rate,0.026034,0.019118,0.033616,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,record_compromise_rate,0.0,0.0,0.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,exact_attribute_leakage,0.047222,0.0,0.122222,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,coarse_attribute_leakage,0.966122,0.922985,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,risk_weighted_leakage,0.503644,0.466303,0.549852,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,label_preservation,1.0,1.0,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,utility_fact_preservation,0.966667,0.916667,1.0,30,5000,20260627
ratbench_d2_api_30_deterministic,rbqig_b6,token_change_rate,0.025669,0.018892,0.033242,30,5000,20260627
