source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_api_100_deterministic,none,direct_identifier_leakage,0.91,0.85,0.96,100,5000,20260627
ratbench_d1_api_100_deterministic,none,record_compromise_rate,0.92,0.86,0.97,100,5000,20260627
ratbench_d1_api_100_deterministic,none,exact_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,none,coarse_attribute_leakage,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,none,risk_weighted_leakage,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,none,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,none,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,none,token_change_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,record_compromise_rate,0.92,0.86,0.97,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,exact_attribute_leakage,0.948865,0.927217,0.967878,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,coarse_attribute_leakage,0.948865,0.926272,0.969437,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,risk_weighted_leakage,0.938182,0.910077,0.96332,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct,token_change_rate,0.008783,0.007599,0.010046,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,exact_attribute_leakage,0.002879,0.0004,0.00622,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,coarse_attribute_leakage,0.002879,0.0004,0.006199,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,risk_weighted_leakage,0.002856,0.000449,0.006147,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,blanket_qi,token_change_rate,0.071088,0.062925,0.079441,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,exact_attribute_leakage,0.002879,0.0004,0.00622,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,coarse_attribute_leakage,0.517981,0.452206,0.586744,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,risk_weighted_leakage,0.230779,0.19546,0.26661,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b2,token_change_rate,0.070216,0.062144,0.079122,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,exact_attribute_leakage,0.007879,0.000984,0.019832,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,coarse_attribute_leakage,0.630311,0.57321,0.68607,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,risk_weighted_leakage,0.286024,0.254434,0.31894,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4,token_change_rate,0.069526,0.061609,0.078133,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,exact_attribute_leakage,0.007879,0.000714,0.019583,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,coarse_attribute_leakage,0.722232,0.671915,0.771914,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,risk_weighted_leakage,0.332029,0.302601,0.361366,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b6,token_change_rate,0.069156,0.06086,0.07759,100,5000,20260627
