source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,record_compromise_rate,0.91,0.85,0.96,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,exact_attribute_leakage,0.940986,0.917295,0.963017,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,coarse_attribute_leakage,0.318554,0.262429,0.374769,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,risk_weighted_leakage,0.652158,0.613673,0.688393,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_rbqig_b4,token_change_rate,-0.060743,-0.069196,-0.053246,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,record_compromise_rate,0.91,0.85,0.96,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,exact_attribute_leakage,0.945986,0.923784,0.965817,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,coarse_attribute_leakage,0.945986,0.923907,0.966386,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,risk_weighted_leakage,0.935326,0.907552,0.960681,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,direct_minus_blanket_qi,token_change_rate,-0.062305,-0.070608,-0.054406,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.005,0.0,0.015,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.627432,0.569636,0.684819,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.283169,0.251177,0.317161,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic,rbqig_b4_minus_blanket_qi,token_change_rate,-0.001562,-0.001859,-0.001269,100,5000,20260627
