source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_api_100_llm_attacker,direct,record_compromise_rate,0.76,0.67,0.84,100,5000,20260627
ratbench_d1_api_100_llm_attacker,direct,exact_attribute_leakage,0.749333,0.694829,0.800171,100,5000,20260627
ratbench_d1_api_100_llm_attacker,direct,coarse_attribute_leakage,0.812167,0.768,0.853833,100,5000,20260627
ratbench_d1_api_100_llm_attacker,direct,risk_weighted_leakage,0.779906,0.733768,0.824818,100,5000,20260627
ratbench_d1_api_100_llm_attacker,blanket_qi,record_compromise_rate,0.03,0.0,0.07,100,5000,20260627
ratbench_d1_api_100_llm_attacker,blanket_qi,exact_attribute_leakage,0.039167,0.014167,0.069167,100,5000,20260627
ratbench_d1_api_100_llm_attacker,blanket_qi,coarse_attribute_leakage,0.072833,0.042325,0.108,100,5000,20260627
ratbench_d1_api_100_llm_attacker,blanket_qi,risk_weighted_leakage,0.05259,0.027072,0.081405,100,5000,20260627
ratbench_d1_api_100_llm_attacker,rbqig_b4,record_compromise_rate,0.02,0.0,0.05,100,5000,20260627
ratbench_d1_api_100_llm_attacker,rbqig_b4,exact_attribute_leakage,0.04,0.015833,0.069167,100,5000,20260627
ratbench_d1_api_100_llm_attacker,rbqig_b4,coarse_attribute_leakage,0.087833,0.0525,0.127508,100,5000,20260627
ratbench_d1_api_100_llm_attacker,rbqig_b4,risk_weighted_leakage,0.05741,0.031852,0.089416,100,5000,20260627
