source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,direct,record_compromise_rate,0.4,0.26,0.54,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,direct,exact_attribute_leakage,0.864,0.799,0.921667,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,direct,coarse_attribute_leakage,0.900667,0.842667,0.949667,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,direct,risk_weighted_leakage,0.877966,0.816814,0.931215,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,blanket_qi,record_compromise_rate,0.02,0.0,0.06,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,blanket_qi,exact_attribute_leakage,0.263,0.187333,0.345,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,blanket_qi,coarse_attribute_leakage,0.362667,0.284667,0.443675,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,blanket_qi,risk_weighted_leakage,0.296521,0.225058,0.375644,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,rbqig_b4,record_compromise_rate,0.02,0.0,0.06,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,rbqig_b4,exact_attribute_leakage,0.286333,0.212333,0.365,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,rbqig_b4,coarse_attribute_leakage,0.389333,0.316,0.465675,50,5000,20260628
ratbench_d1_blind_backstop_v2_budgetfix_api_100_gpt55_attacker50,rbqig_b4,risk_weighted_leakage,0.318856,0.247315,0.395035,50,5000,20260628
