source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,direct,record_compromise_rate,0.37,0.27,0.47,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,direct,exact_attribute_leakage,0.749333,0.694829,0.800171,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,direct,coarse_attribute_leakage,0.812167,0.768,0.853833,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,direct,risk_weighted_leakage,0.78123,0.735121,0.825517,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,blanket_qi,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,blanket_qi,exact_attribute_leakage,0.054167,0.028333,0.0825,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,blanket_qi,coarse_attribute_leakage,0.083333,0.051667,0.1175,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,blanket_qi,risk_weighted_leakage,0.068158,0.040375,0.09966,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,rbqig_b4,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,rbqig_b4,exact_attribute_leakage,0.064167,0.034979,0.099167,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,rbqig_b4,coarse_attribute_leakage,0.0925,0.0575,0.131667,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_llm_attacker,rbqig_b4,risk_weighted_leakage,0.074536,0.045374,0.109487,100,5000,20260627
