source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,none,utility_weighted_specificity,0.991042,0.97875,1.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,none,qi_specificity_score,0.991042,0.979792,1.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,none,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,none,qi_placeholder_rate,0.0075,0.0,0.02,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,none,qi_exact_rate,0.989167,0.975,1.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,direct,utility_weighted_specificity,0.955042,0.931166,0.97475,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,direct,qi_specificity_score,0.955042,0.932707,0.9745,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,direct,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,direct,qi_placeholder_rate,0.0455,0.023162,0.070167,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,direct,qi_exact_rate,0.943667,0.916833,0.9685,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,blanket_qi,utility_weighted_specificity,0.263542,0.247911,0.281667,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,blanket_qi,qi_specificity_score,0.263542,0.247917,0.28125,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,blanket_qi,qi_generalized_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,blanket_qi,qi_placeholder_rate,0.930833,0.893333,0.9625,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,blanket_qi,qi_exact_rate,0.030833,0.0125,0.051667,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b2,utility_weighted_specificity,0.301175,0.277674,0.327839,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b2,qi_specificity_score,0.301175,0.276791,0.327308,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b2,qi_generalized_rate,0.075333,0.044329,0.109,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b2,qi_placeholder_rate,0.8455,0.795667,0.891833,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b2,qi_exact_rate,0.040833,0.016667,0.071667,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b4,utility_weighted_specificity,0.33185,0.305183,0.360961,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b4,qi_specificity_score,0.33185,0.305219,0.360218,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b4,qi_generalized_rate,0.147333,0.104667,0.192333,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b4,qi_placeholder_rate,0.771,0.711833,0.826504,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b4,qi_exact_rate,0.043333,0.018333,0.073333,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b6,utility_weighted_specificity,0.363558,0.333987,0.396434,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b6,qi_specificity_score,0.363558,0.333865,0.3958,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b6,qi_generalized_rate,0.203167,0.152,0.256167,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b6,qi_placeholder_rate,0.702667,0.637333,0.765671,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100_qi_specificity,rbqig_b6,qi_exact_rate,0.055833,0.025833,0.091667,100,5000,20260627
