source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,record_compromise_rate,0.39,0.3,0.49,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,exact_attribute_leakage,0.897833,0.859,0.933,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,coarse_attribute_leakage,0.8795,0.839167,0.916667,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,risk_weighted_leakage,0.889062,0.848434,0.925129,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_rbqig_b4,token_change_rate,-0.090014,-0.098699,-0.081965,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,record_compromise_rate,0.39,0.3,0.48,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,exact_attribute_leakage,0.912833,0.880333,0.943671,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,coarse_attribute_leakage,0.912833,0.879833,0.944333,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,risk_weighted_leakage,0.911938,0.877927,0.943953,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,direct_minus_blanket_qi,token_change_rate,-0.098924,-0.107484,-0.090655,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.015,0.0,0.04,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.033333,0.011667,0.061667,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.022876,0.006818,0.047552,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_v2_api_100,rbqig_b4_minus_blanket_qi,token_change_rate,-0.008909,-0.01064,-0.007256,100,5000,20260627
