source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_api_100_llm_attacker,direct,record_compromise_rate,0.37,0.27,0.47,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,direct,exact_attribute_leakage,0.749333,0.694829,0.800171,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,direct,coarse_attribute_leakage,0.812167,0.768,0.853833,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,direct,risk_weighted_leakage,0.78123,0.735121,0.825517,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,blanket_qi,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,blanket_qi,exact_attribute_leakage,0.107833,0.071667,0.1475,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,blanket_qi,coarse_attribute_leakage,0.137,0.095658,0.181167,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,blanket_qi,risk_weighted_leakage,0.113706,0.078135,0.153174,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,rbqig_b4,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,rbqig_b4,exact_attribute_leakage,0.103333,0.0675,0.141667,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,rbqig_b4,coarse_attribute_leakage,0.128333,0.09,0.17,100,5000,20260627
ratbench_d1_blind_backstop_api_100_llm_attacker,rbqig_b4,risk_weighted_leakage,0.105658,0.071945,0.144263,100,5000,20260627
