source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_api_100,none,direct_identifier_leakage,0.91,0.85,0.96,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,record_compromise_rate,0.39,0.3,0.49,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,exact_attribute_leakage,0.989167,0.974167,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,coarse_attribute_leakage,0.989167,0.975,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,risk_weighted_leakage,0.988773,0.9735,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,none,token_change_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,record_compromise_rate,0.39,0.29,0.48,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,exact_attribute_leakage,0.943667,0.917329,0.967333,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,coarse_attribute_leakage,0.943667,0.9165,0.9685,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,risk_weighted_leakage,0.943033,0.914175,0.968235,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct,token_change_rate,0.008783,0.007599,0.010046,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,exact_attribute_leakage,0.065833,0.038333,0.095833,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,coarse_attribute_leakage,0.065833,0.039146,0.096667,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,risk_weighted_leakage,0.066942,0.03819,0.098364,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,blanket_qi,token_change_rate,0.106759,0.098441,0.115344,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,exact_attribute_leakage,0.075833,0.044167,0.1125,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,coarse_attribute_leakage,0.205,0.1425,0.271667,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,risk_weighted_leakage,0.137205,0.097199,0.181575,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b2,token_change_rate,0.098806,0.09024,0.107399,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,exact_attribute_leakage,0.080833,0.048333,0.1175,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,coarse_attribute_leakage,0.2775,0.206667,0.350833,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,risk_weighted_leakage,0.173307,0.131326,0.220204,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4,token_change_rate,0.097855,0.089346,0.106248,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,exact_attribute_leakage,0.093333,0.0575,0.135,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,coarse_attribute_leakage,0.331667,0.255,0.408333,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,risk_weighted_leakage,0.204035,0.157388,0.25568,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b6,token_change_rate,0.096362,0.087946,0.105057,100,5000,20260627
