source,comparison,metric,mean_diff,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,record_compromise_rate,0.39,0.3,0.49,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,exact_attribute_leakage,0.862833,0.8215,0.903833,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,coarse_attribute_leakage,0.666167,0.591329,0.736504,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,risk_weighted_leakage,0.769727,0.719426,0.81923,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_rbqig_b4,token_change_rate,-0.089072,-0.097868,-0.08092,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,record_compromise_rate,0.39,0.3,0.48,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,exact_attribute_leakage,0.877833,0.840163,0.914333,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,coarse_attribute_leakage,0.877833,0.839333,0.914333,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,risk_weighted_leakage,0.876091,0.836141,0.914373,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,direct_minus_blanket_qi,token_change_rate,-0.097976,-0.10656,-0.089639,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,record_compromise_rate,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,exact_attribute_leakage,0.015,0.0,0.04,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,coarse_attribute_leakage,0.211667,0.145,0.282521,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,risk_weighted_leakage,0.106365,0.070678,0.146032,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,label_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,utility_fact_preservation,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_blind_backstop_api_100,rbqig_b4_minus_blanket_qi,token_change_rate,-0.008904,-0.010632,-0.007246,100,5000,20260627
